datetime,data,type,unit,network,region
2012-07-27 23:30:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-27 23:35:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-27 23:40:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-27 23:45:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-27 23:50:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-27 23:55:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 00:00:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 00:05:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-28 00:10:00,222.9,gas_ocgt,MW,nem,VIC1
2012-07-28 00:15:00,200.9,gas_ocgt,MW,nem,VIC1
2012-07-28 00:20:00,200.9,gas_ocgt,MW,nem,VIC1
2012-07-28 00:25:00,200.9,gas_ocgt,MW,nem,VIC1
2012-07-28 00:30:00,199.9,gas_ocgt,MW,nem,VIC1
2012-07-28 00:35:00,199.9,gas_ocgt,MW,nem,VIC1
2012-07-28 00:40:00,198.9,gas_ocgt,MW,nem,VIC1
2012-07-28 00:45:00,200.6,gas_ocgt,MW,nem,VIC1
2012-07-28 00:50:00,199.8,gas_ocgt,MW,nem,VIC1
2012-07-28 00:55:00,200.8,gas_ocgt,MW,nem,VIC1
2012-07-28 01:00:00,215.2,gas_ocgt,MW,nem,VIC1
2012-07-28 01:05:00,235.1,gas_ocgt,MW,nem,VIC1
2012-07-28 01:10:00,242.6,gas_ocgt,MW,nem,VIC1
2012-07-28 01:15:00,242.1,gas_ocgt,MW,nem,VIC1
2012-07-28 01:20:00,242.2,gas_ocgt,MW,nem,VIC1
2012-07-28 01:25:00,242.2,gas_ocgt,MW,nem,VIC1
2012-07-28 01:30:00,243.6,gas_ocgt,MW,nem,VIC1
2012-07-28 01:35:00,243.7,gas_ocgt,MW,nem,VIC1
2012-07-28 01:40:00,243.5,gas_ocgt,MW,nem,VIC1
2012-07-28 01:45:00,242.7,gas_ocgt,MW,nem,VIC1
2012-07-28 01:50:00,242.6,gas_ocgt,MW,nem,VIC1
2012-07-28 01:55:00,243.5,gas_ocgt,MW,nem,VIC1
2012-07-28 02:00:00,242.5,gas_ocgt,MW,nem,VIC1
2012-07-28 02:05:00,243.2,gas_ocgt,MW,nem,VIC1
2012-07-28 02:10:00,244.6,gas_ocgt,MW,nem,VIC1
2012-07-28 02:15:00,242.6,gas_ocgt,MW,nem,VIC1
2012-07-28 02:20:00,242.6,gas_ocgt,MW,nem,VIC1
2012-07-28 02:25:00,242.5,gas_ocgt,MW,nem,VIC1
2012-07-28 02:30:00,242.6,gas_ocgt,MW,nem,VIC1
2012-07-28 02:35:00,243.5,gas_ocgt,MW,nem,VIC1
2012-07-28 02:40:00,234.8,gas_ocgt,MW,nem,VIC1
2012-07-28 02:45:00,210.2,gas_ocgt,MW,nem,VIC1
2012-07-28 02:50:00,200.9,gas_ocgt,MW,nem,VIC1
2012-07-28 02:55:00,199.9,gas_ocgt,MW,nem,VIC1
2012-07-28 03:00:00,200.6,gas_ocgt,MW,nem,VIC1
2012-07-28 03:05:00,199.6,gas_ocgt,MW,nem,VIC1
2012-07-28 03:10:00,200.9,gas_ocgt,MW,nem,VIC1
2012-07-28 03:15:00,199.9,gas_ocgt,MW,nem,VIC1
2012-07-28 03:20:00,200.9,gas_ocgt,MW,nem,VIC1
2012-07-28 03:25:00,200.9,gas_ocgt,MW,nem,VIC1
2012-07-28 03:30:00,201.9,gas_ocgt,MW,nem,VIC1
2012-07-28 03:35:00,199.9,gas_ocgt,MW,nem,VIC1
2012-07-28 03:40:00,200.9,gas_ocgt,MW,nem,VIC1
2012-07-28 03:45:00,199.9,gas_ocgt,MW,nem,VIC1
2012-07-28 03:50:00,198.9,gas_ocgt,MW,nem,VIC1
2012-07-28 03:55:00,199.9,gas_ocgt,MW,nem,VIC1
2012-07-28 04:00:00,200.9,gas_ocgt,MW,nem,VIC1
2012-07-28 04:05:00,200.9,gas_ocgt,MW,nem,VIC1
2012-07-28 04:10:00,201.9,gas_ocgt,MW,nem,VIC1
2012-07-28 04:15:00,200.9,gas_ocgt,MW,nem,VIC1
2012-07-28 04:20:00,200.9,gas_ocgt,MW,nem,VIC1
2012-07-28 04:25:00,199.9,gas_ocgt,MW,nem,VIC1
2012-07-28 04:30:00,199.9,gas_ocgt,MW,nem,VIC1
2012-07-28 04:35:00,200.9,gas_ocgt,MW,nem,VIC1
2012-07-28 04:40:00,199.9,gas_ocgt,MW,nem,VIC1
2012-07-28 04:45:00,199.9,gas_ocgt,MW,nem,VIC1
2012-07-28 04:50:00,200.9,gas_ocgt,MW,nem,VIC1
2012-07-28 04:55:00,200.9,gas_ocgt,MW,nem,VIC1
2012-07-28 05:00:00,199.9,gas_ocgt,MW,nem,VIC1
2012-07-28 05:05:00,201.9,gas_ocgt,MW,nem,VIC1
2012-07-28 05:10:00,199.9,gas_ocgt,MW,nem,VIC1
2012-07-28 05:15:00,199.9,gas_ocgt,MW,nem,VIC1
2012-07-28 05:20:00,199.9,gas_ocgt,MW,nem,VIC1
2012-07-28 05:25:00,200.9,gas_ocgt,MW,nem,VIC1
2012-07-28 05:30:00,199.9,gas_ocgt,MW,nem,VIC1
2012-07-28 05:35:00,200.9,gas_ocgt,MW,nem,VIC1
2012-07-28 05:40:00,199.9,gas_ocgt,MW,nem,VIC1
2012-07-28 05:45:00,200.9,gas_ocgt,MW,nem,VIC1
2012-07-28 05:50:00,199.9,gas_ocgt,MW,nem,VIC1
2012-07-28 05:55:00,201.9,gas_ocgt,MW,nem,VIC1
2012-07-28 06:00:00,199.9,gas_ocgt,MW,nem,VIC1
2012-07-28 06:05:00,200.9,gas_ocgt,MW,nem,VIC1
2012-07-28 06:10:00,254.9,gas_ocgt,MW,nem,VIC1
2012-07-28 06:15:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-28 06:20:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 06:25:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 06:30:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-28 06:35:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-28 06:40:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-28 06:45:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 06:50:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 06:55:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 07:00:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 07:05:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 07:10:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 07:15:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-28 07:20:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 07:25:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-28 07:30:00,281.9,gas_ocgt,MW,nem,VIC1
2012-07-28 07:35:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 07:40:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 07:45:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 07:50:00,280.8,gas_ocgt,MW,nem,VIC1
2012-07-28 07:55:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 08:00:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 08:05:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 08:10:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 08:15:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-28 08:20:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-28 08:25:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 08:30:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 08:35:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-28 08:40:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-28 08:45:00,278.9,gas_ocgt,MW,nem,VIC1
2012-07-28 08:50:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-28 08:55:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-28 09:00:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 09:05:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-28 09:10:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 09:15:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-28 09:20:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-28 09:25:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-28 09:30:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 09:35:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 09:40:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-28 09:45:00,278.9,gas_ocgt,MW,nem,VIC1
2012-07-28 09:50:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-28 09:55:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 10:00:00,278.9,gas_ocgt,MW,nem,VIC1
2012-07-28 10:05:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 10:10:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 10:15:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 10:20:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 10:25:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-28 10:30:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 10:35:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-28 10:40:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 10:45:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 10:50:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 10:55:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 11:00:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 11:05:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 11:10:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 11:15:00,278.9,gas_ocgt,MW,nem,VIC1
2012-07-28 11:20:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 11:25:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 11:30:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 11:35:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-28 11:40:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 11:45:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-28 11:50:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 11:55:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 12:00:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 12:05:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 12:10:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 12:15:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 12:20:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-28 12:25:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 12:30:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 12:35:00,281.9,gas_ocgt,MW,nem,VIC1
2012-07-28 12:40:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 12:45:00,281.9,gas_ocgt,MW,nem,VIC1
2012-07-28 12:50:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 12:55:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-28 13:00:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-28 13:05:00,281.9,gas_ocgt,MW,nem,VIC1
2012-07-28 13:10:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 13:15:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 13:20:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-28 13:25:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 13:30:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 13:35:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 13:40:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-28 13:45:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 13:50:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 13:55:00,281.9,gas_ocgt,MW,nem,VIC1
2012-07-28 14:00:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 14:05:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 14:10:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 14:15:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-28 14:20:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 14:25:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 14:30:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 14:35:00,278.9,gas_ocgt,MW,nem,VIC1
2012-07-28 14:40:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-28 14:45:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 14:50:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 14:55:00,278.9,gas_ocgt,MW,nem,VIC1
2012-07-28 15:00:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-28 15:05:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 15:10:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 15:15:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 15:20:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-28 15:25:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-28 15:30:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 15:35:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-28 15:40:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 15:45:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 15:50:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-28 15:55:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-28 16:00:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 16:05:00,278.9,gas_ocgt,MW,nem,VIC1
2012-07-28 16:10:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 16:15:00,279.7,gas_ocgt,MW,nem,VIC1
2012-07-28 16:20:00,279.7,gas_ocgt,MW,nem,VIC1
2012-07-28 16:25:00,280.7,gas_ocgt,MW,nem,VIC1
2012-07-28 16:30:00,292.8,gas_ocgt,MW,nem,VIC1
2012-07-28 16:35:00,298.8,gas_ocgt,MW,nem,VIC1
2012-07-28 16:40:00,304.8,gas_ocgt,MW,nem,VIC1
2012-07-28 16:45:00,319.3,gas_ocgt,MW,nem,VIC1
2012-07-28 16:50:00,321.4,gas_ocgt,MW,nem,VIC1
2012-07-28 16:55:00,321.4,gas_ocgt,MW,nem,VIC1
2012-07-28 17:00:00,321.3,gas_ocgt,MW,nem,VIC1
2012-07-28 17:05:00,321.4,gas_ocgt,MW,nem,VIC1
2012-07-28 17:10:00,320.4,gas_ocgt,MW,nem,VIC1
2012-07-28 17:15:00,321.4,gas_ocgt,MW,nem,VIC1
2012-07-28 17:20:00,322.6,gas_ocgt,MW,nem,VIC1
2012-07-28 17:25:00,321.6,gas_ocgt,MW,nem,VIC1
2012-07-28 17:30:00,320.6,gas_ocgt,MW,nem,VIC1
2012-07-28 17:35:00,321.7,gas_ocgt,MW,nem,VIC1
2012-07-28 17:40:00,321.8,gas_ocgt,MW,nem,VIC1
2012-07-28 17:45:00,320.7,gas_ocgt,MW,nem,VIC1
2012-07-28 17:50:00,320.9,gas_ocgt,MW,nem,VIC1
2012-07-28 17:55:00,321.6,gas_ocgt,MW,nem,VIC1
2012-07-28 18:00:00,321.7,gas_ocgt,MW,nem,VIC1
2012-07-28 18:05:00,322.7,gas_ocgt,MW,nem,VIC1
2012-07-28 18:10:00,322.6,gas_ocgt,MW,nem,VIC1
2012-07-28 18:15:00,321.6,gas_ocgt,MW,nem,VIC1
2012-07-28 18:20:00,321.8,gas_ocgt,MW,nem,VIC1
2012-07-28 18:25:00,321.9,gas_ocgt,MW,nem,VIC1
2012-07-28 18:30:00,321.8,gas_ocgt,MW,nem,VIC1
2012-07-28 18:35:00,322.9,gas_ocgt,MW,nem,VIC1
2012-07-28 18:40:00,322.9,gas_ocgt,MW,nem,VIC1
2012-07-28 18:45:00,322.9,gas_ocgt,MW,nem,VIC1
2012-07-28 18:50:00,320.8,gas_ocgt,MW,nem,VIC1
2012-07-28 18:55:00,321.9,gas_ocgt,MW,nem,VIC1
2012-07-28 19:00:00,321.9,gas_ocgt,MW,nem,VIC1
2012-07-28 19:05:00,322.0,gas_ocgt,MW,nem,VIC1
2012-07-28 19:10:00,322.0,gas_ocgt,MW,nem,VIC1
2012-07-28 19:15:00,323.2,gas_ocgt,MW,nem,VIC1
2012-07-28 19:20:00,323.1,gas_ocgt,MW,nem,VIC1
2012-07-28 19:25:00,321.0,gas_ocgt,MW,nem,VIC1
2012-07-28 19:30:00,322.0,gas_ocgt,MW,nem,VIC1
2012-07-28 19:35:00,321.6,gas_ocgt,MW,nem,VIC1
2012-07-28 19:40:00,321.6,gas_ocgt,MW,nem,VIC1
2012-07-28 19:45:00,322.6,gas_ocgt,MW,nem,VIC1
2012-07-28 19:50:00,321.6,gas_ocgt,MW,nem,VIC1
2012-07-28 19:55:00,321.5,gas_ocgt,MW,nem,VIC1
2012-07-28 20:00:00,321.7,gas_ocgt,MW,nem,VIC1
2012-07-28 20:05:00,322.6,gas_ocgt,MW,nem,VIC1
2012-07-28 20:10:00,322.7,gas_ocgt,MW,nem,VIC1
2012-07-28 20:15:00,322.7,gas_ocgt,MW,nem,VIC1
2012-07-28 20:20:00,321.7,gas_ocgt,MW,nem,VIC1
2012-07-28 20:25:00,321.6,gas_ocgt,MW,nem,VIC1
2012-07-28 20:30:00,322.7,gas_ocgt,MW,nem,VIC1
2012-07-28 20:35:00,322.6,gas_ocgt,MW,nem,VIC1
2012-07-28 20:40:00,310.9,gas_ocgt,MW,nem,VIC1
2012-07-28 20:45:00,289.7,gas_ocgt,MW,nem,VIC1
2012-07-28 20:50:00,279.7,gas_ocgt,MW,nem,VIC1
2012-07-28 20:55:00,280.7,gas_ocgt,MW,nem,VIC1
2012-07-28 21:00:00,280.6,gas_ocgt,MW,nem,VIC1
2012-07-28 21:05:00,279.6,gas_ocgt,MW,nem,VIC1
2012-07-28 21:10:00,279.7,gas_ocgt,MW,nem,VIC1
2012-07-28 21:15:00,280.7,gas_ocgt,MW,nem,VIC1
2012-07-28 21:20:00,279.7,gas_ocgt,MW,nem,VIC1
2012-07-28 21:25:00,279.7,gas_ocgt,MW,nem,VIC1
2012-07-28 21:30:00,279.7,gas_ocgt,MW,nem,VIC1
2012-07-28 21:35:00,280.7,gas_ocgt,MW,nem,VIC1
2012-07-28 21:40:00,280.7,gas_ocgt,MW,nem,VIC1
2012-07-28 21:45:00,280.7,gas_ocgt,MW,nem,VIC1
2012-07-28 21:50:00,280.7,gas_ocgt,MW,nem,VIC1
2012-07-28 21:55:00,278.7,gas_ocgt,MW,nem,VIC1
2012-07-28 22:00:00,279.7,gas_ocgt,MW,nem,VIC1
2012-07-28 22:05:00,279.7,gas_ocgt,MW,nem,VIC1
2012-07-28 22:10:00,280.7,gas_ocgt,MW,nem,VIC1
2012-07-28 22:15:00,279.7,gas_ocgt,MW,nem,VIC1
2012-07-28 22:20:00,279.7,gas_ocgt,MW,nem,VIC1
2012-07-28 22:25:00,279.7,gas_ocgt,MW,nem,VIC1
2012-07-28 22:30:00,281.8,gas_ocgt,MW,nem,VIC1
2012-07-28 22:35:00,279.7,gas_ocgt,MW,nem,VIC1
2012-07-28 22:40:00,280.7,gas_ocgt,MW,nem,VIC1
2012-07-28 22:45:00,280.7,gas_ocgt,MW,nem,VIC1
2012-07-28 22:50:00,279.7,gas_ocgt,MW,nem,VIC1
2012-07-28 22:55:00,279.7,gas_ocgt,MW,nem,VIC1
2012-07-28 23:00:00,280.7,gas_ocgt,MW,nem,VIC1
2012-07-28 23:05:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 23:10:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 23:15:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-28 23:20:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-28 23:25:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 23:30:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 23:35:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 23:40:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-28 23:45:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 23:50:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-28 23:55:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-29 00:00:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-29 00:05:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-29 00:10:00,223.9,gas_ocgt,MW,nem,VIC1
2012-07-29 00:15:00,199.9,gas_ocgt,MW,nem,VIC1
2012-07-29 00:20:00,199.9,gas_ocgt,MW,nem,VIC1
2012-07-29 00:25:00,199.9,gas_ocgt,MW,nem,VIC1
2012-07-29 00:30:00,200.9,gas_ocgt,MW,nem,VIC1
2012-07-29 00:35:00,199.9,gas_ocgt,MW,nem,VIC1
2012-07-29 00:40:00,200.9,gas_ocgt,MW,nem,VIC1
2012-07-29 00:45:00,199.6,gas_ocgt,MW,nem,VIC1
2012-07-29 00:50:00,200.9,gas_ocgt,MW,nem,VIC1
2012-07-29 00:55:00,200.8,gas_ocgt,MW,nem,VIC1
2012-07-29 01:00:00,214.0,gas_ocgt,MW,nem,VIC1
2012-07-29 01:05:00,235.9,gas_ocgt,MW,nem,VIC1
2012-07-29 01:10:00,241.9,gas_ocgt,MW,nem,VIC1
2012-07-29 01:15:00,244.1,gas_ocgt,MW,nem,VIC1
2012-07-29 01:20:00,243.4,gas_ocgt,MW,nem,VIC1
2012-07-29 01:25:00,242.4,gas_ocgt,MW,nem,VIC1
2012-07-29 01:30:00,243.4,gas_ocgt,MW,nem,VIC1
2012-07-29 01:35:00,242.2,gas_ocgt,MW,nem,VIC1
2012-07-29 01:40:00,243.2,gas_ocgt,MW,nem,VIC1
2012-07-29 01:45:00,242.2,gas_ocgt,MW,nem,VIC1
2012-07-29 01:50:00,242.2,gas_ocgt,MW,nem,VIC1
2012-07-29 01:55:00,243.5,gas_ocgt,MW,nem,VIC1
2012-07-29 02:00:00,243.5,gas_ocgt,MW,nem,VIC1
2012-07-29 02:05:00,243.4,gas_ocgt,MW,nem,VIC1
2012-07-29 02:10:00,242.4,gas_ocgt,MW,nem,VIC1
2012-07-29 02:15:00,243.2,gas_ocgt,MW,nem,VIC1
2012-07-29 02:20:00,242.2,gas_ocgt,MW,nem,VIC1
2012-07-29 02:25:00,243.2,gas_ocgt,MW,nem,VIC1
2012-07-29 02:30:00,243.1,gas_ocgt,MW,nem,VIC1
2012-07-29 02:35:00,242.9,gas_ocgt,MW,nem,VIC1
2012-07-29 02:40:00,231.2,gas_ocgt,MW,nem,VIC1
2012-07-29 02:45:00,212.0,gas_ocgt,MW,nem,VIC1
2012-07-29 02:50:00,199.9,gas_ocgt,MW,nem,VIC1
2012-07-29 02:55:00,199.9,gas_ocgt,MW,nem,VIC1
2012-07-29 03:00:00,199.6,gas_ocgt,MW,nem,VIC1
2012-07-29 03:05:00,200.6,gas_ocgt,MW,nem,VIC1
2012-07-29 03:10:00,200.9,gas_ocgt,MW,nem,VIC1
2012-07-29 03:15:00,199.9,gas_ocgt,MW,nem,VIC1
2012-07-29 03:20:00,199.9,gas_ocgt,MW,nem,VIC1
2012-07-29 03:25:00,200.9,gas_ocgt,MW,nem,VIC1
2012-07-29 03:30:00,199.9,gas_ocgt,MW,nem,VIC1
2012-07-29 03:35:00,200.9,gas_ocgt,MW,nem,VIC1
2012-07-29 03:40:00,199.9,gas_ocgt,MW,nem,VIC1
2012-07-29 03:45:00,199.9,gas_ocgt,MW,nem,VIC1
2012-07-29 03:50:00,200.9,gas_ocgt,MW,nem,VIC1
2012-07-29 03:55:00,199.9,gas_ocgt,MW,nem,VIC1
2012-07-29 04:00:00,200.9,gas_ocgt,MW,nem,VIC1
2012-07-29 04:05:00,200.9,gas_ocgt,MW,nem,VIC1
2012-07-29 04:10:00,200.9,gas_ocgt,MW,nem,VIC1
2012-07-29 04:15:00,199.9,gas_ocgt,MW,nem,VIC1
2012-07-29 04:20:00,200.9,gas_ocgt,MW,nem,VIC1
2012-07-29 04:25:00,200.9,gas_ocgt,MW,nem,VIC1
2012-07-29 04:30:00,199.9,gas_ocgt,MW,nem,VIC1
2012-07-29 04:35:00,200.9,gas_ocgt,MW,nem,VIC1
2012-07-29 04:40:00,200.9,gas_ocgt,MW,nem,VIC1
2012-07-29 04:45:00,199.9,gas_ocgt,MW,nem,VIC1
2012-07-29 04:50:00,199.9,gas_ocgt,MW,nem,VIC1
2012-07-29 04:55:00,199.9,gas_ocgt,MW,nem,VIC1
2012-07-29 05:00:00,200.9,gas_ocgt,MW,nem,VIC1
2012-07-29 05:05:00,200.9,gas_ocgt,MW,nem,VIC1
2012-07-29 05:10:00,199.9,gas_ocgt,MW,nem,VIC1
2012-07-29 05:15:00,200.9,gas_ocgt,MW,nem,VIC1
2012-07-29 05:20:00,200.9,gas_ocgt,MW,nem,VIC1
2012-07-29 05:25:00,200.9,gas_ocgt,MW,nem,VIC1
2012-07-29 05:30:00,200.9,gas_ocgt,MW,nem,VIC1
2012-07-29 05:35:00,199.9,gas_ocgt,MW,nem,VIC1
2012-07-29 05:40:00,200.9,gas_ocgt,MW,nem,VIC1
2012-07-29 05:45:00,200.9,gas_ocgt,MW,nem,VIC1
2012-07-29 05:50:00,199.9,gas_ocgt,MW,nem,VIC1
2012-07-29 05:55:00,199.9,gas_ocgt,MW,nem,VIC1
2012-07-29 06:00:00,201.9,gas_ocgt,MW,nem,VIC1
2012-07-29 06:05:00,202.9,gas_ocgt,MW,nem,VIC1
2012-07-29 06:10:00,255.9,gas_ocgt,MW,nem,VIC1
2012-07-29 06:15:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-29 06:20:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-29 06:25:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-29 06:30:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-29 06:35:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-29 06:40:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-29 06:45:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-29 06:50:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-29 06:55:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-29 07:00:00,281.9,gas_ocgt,MW,nem,VIC1
2012-07-29 07:05:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-29 07:10:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-29 07:15:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-29 07:20:00,279.9,gas_ocgt,MW,nem,VIC1
2012-07-29 07:25:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-29 07:30:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-29 07:35:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-29 07:40:00,280.9,gas_ocgt,MW,nem,VIC1
2012-07-29 07:45:00,279.9,gas_ocgt,MW,nem,VIC1
